Código da notícia 2022,Data da notícia,Região,UF,MUNICÍPIO,ID,Ação Matriz,Ação derivada,Nome do movimento,Cadastrar novo movimento,Datas da ação,ODS,Cadastrar nova pauta,Pautas da ação,Data incompleta,Bioma
FLO220322H,"mar. 22, 2022",Sul , Paraná , Tamarana,4126678,Evento , Celebração,Outros,Comissão Pastoral da Terra,Data inicial: 20/03/2022 Data final: 20/03/2022,"2; Fome Zero e Agricultura Sustentável
6; Água Potável e Saneamento
14; Vida na Água",Recuperação de Nascentes,"Defesa ambiental​
Agrotóxicos ​",,Pampa
FLO140322A,"mar. 14, 2022",Sul , Paraná , Tamarana,4126678,Comunicativa,Lançamento de livro,Outros,Comunidade Indígena Apucaraninha,Data inicial: 11/03/2022 Data final: 11/03/2022,"4; Educação de Qualidade
15; Vida Terrestre",,Cultura​,,Pampa
FLO230922A,"set. 23, 2022",Sul , Rio Grande do Sul , Barra do Ribeiro,4301909,Evento , Assembleia,Outros,Povo Mbya Guarani,Data inicial: 21/09/2022 Data final: 22/09/2022,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Demarcação de terras​
Marco temporal​
Direito ao território​
Saúde indígena​
Segurança Territorial​
Educação​
Direitos originários​
Patrimônio territorial​",,Pampa
FLO230922B,"set. 23, 2022",Sul , Rio Grande do Sul , Barra do Ribeiro,4301909,Comunicativa, Carta Cosmopolítica,Outros,Povo Mbya Guarani,Data inicial: 22/09/2022 Data final: 22/09/2022,"3; Saúde e Bem-Estar
4; Educação de Qualidade
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Demarcação de terras​
Marco temporal​
Direito ao território​
Saúde indígena​
Cultura​
Educação​
Direitos originários​
Patrimônio territorial​",,Pampa
FLO040222B,"fev. 4, 2022",Sul , Rio Grande do Sul , Canela,4304408,Comunicativa, Vídeo de Denúncia,Outros,Mbya Guarani,Data inicial: 03/02/2022 Data final: 03/02/2022,"14; Vida na Água
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Defesa ambiental​
Demarcação de terras​
Políticas indigenistas​
Desmatamento​
Direitos originários​",,Mata Atlântica
FLO280922C,"set. 28, 2022",Sul , Rio Grande do Sul , Canela,4304408,Encontro , Reunião de Negociação,Outros,líderança do Povo Kaingang; coordenação Regional Kaingang;,Data inicial: 27/09/2022 Data final: 27/09/2022,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Comércio,"Outros
Direito ao território​",,Mata Atlântica
FLO090222A,"fev. 9, 2022",Sul , Rio Grande do Sul , Charqueadas,4305355,Judicialização , Ação Civil Publica,Outros,"Associação Indígena Poty Guarani, da Associação Arayara de Educação e Cultura, do Conselho de Articulação do Povo Guarani, Comunidade da Aldeia Guarani Guajayvi",undefined,16; Paz Justiça e Instituições Eficazes,,Mineração​,NI/02/2022,Pampa
FLO160822A,"ago. 16, 2022",Sul , Rio Grande do Sul , Erechim,4307005,Evento , Seminário,"Movimento dos Atingidos por Barragens (MAB)
Outros",Centro de Tecnologias Alternativas Populares (CETAP); Centro de Apoio e Promoção da Agroecologia (CAPA); Sindicato Unicado dos Trabalhadores na Agricultura Familiar (SUTRAF AU),Data inicial: 09/08/2022 Data final: 09/08/2022,"3; Saúde e Bem-Estar
5; Igualdade de Gênero
10; Redução das Desigualdades
17; Parcerias e Meios de Implementação",,"Questões de gênero​
Direito ao território​
Barragens ​
Saberes tradicionais​",,Pampa
FLO140922J,"set. 14, 2022",Sul , Rio Grande do Sul , Erechim,4307005,Ocupação de espaço público ou privado , Ocupação de Espaço Público,Movimento dos Atingidos por Barragens (MAB),,,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Feminicídio,"Outros
Questões de gênero​",NI/09/2022,"Mata Atlântica
Pampa"
FLO300122B,"jan. 30, 2022",Sul , Rio Grande do Sul , Maquiné,4311775,Festividades e Ritual , Cerimônia Festiva,Outros,Coletivo Comunicação Kuery; Povo Guaraní,Data inicial: 29/01/2022 Data final: 29/01/2022,"11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre",,"Autonomia
Demarcação de terras​
Direito ao território​
Idiomas indígenas​
Cultura​
Educação​
Direitos originários​
Patrimônio territorial​
Florestania​
Saberes tradicionais​",,Mata Atlântica
FLO300122C,"jan. 30, 2022",Sul , Rio Grande do Sul , Maquiné,4311775,Evento , Roda de Conversa,Outros,Coletivo Comunicação Kuery; Povo Guaraní,Data inicial: 29/01/2022 Data final: 29/01/2022,"11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre",,"Autonomia
Demarcação de terras​
Políticas indigenistas​
Direito ao território​
Idiomas indígenas​
Cultura​
Educação​
Direitos originários​
Patrimônio territorial​
Florestania​
Saberes tradicionais​",,Mata Atlântica
FLO300122D,"jan. 30, 2022",Sul , Rio Grande do Sul , Maquiné,4311775,Evento , Roda de Conversa,Outros,Coletivo Comunicação Kuery; Povo Guaraní,Data inicial: 29/01/2022 Data final: 29/01/2022,"11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre",,"Autonomia
Defesa ambiental​
Demarcação de terras​
Políticas indigenistas​
Direito ao território​
Idiomas indígenas​
Cultura​
Educação​
Direitos originários​
Patrimônio territorial​
Florestania​
Saberes tradicionais​",,Mata Atlântica
FLO210222A,"fev. 21, 2022",Sul , Rio Grande do Sul , Morro Redondo,4312450,Judicialização , Ação Civil Publica,Outros,Quilombo Comunidade Vó Ernestina,,16; Paz Justiça e Instituições Eficazes,,"Demarcação de terras​
Direito ao território​",,Pampa
FLO011222D,"dez. 1, 2022",Sul , Rio Grande do Sul , Nonoai,4312708,Judicialização , Ação Civil Publica,Outros,Povo Guarani; Povo Guarani Ñandeva; Povo Kaingang,undefined,"3; Saúde e Bem-Estar
8; Trabalho Decente e Crescimento Econômico",Uso de sementes transgênicas,"Outros
Autonomia",NI/09/2022,NI
FLO290322A,"mar. 29, 2022",Sul , Rio Grande do Sul , Porto Alegre,4314902,Encontro , Reunião de Negociação,Outros,Coletivo dos Estudantes Indígenas,Data inicial: 28/03/2022 Data final: 28/03/2022,"4; Educação de Qualidade
10; Redução das Desigualdades",,"Políticas indigenistas​
Cultura​
Educação​",,Pampa
FLO240322D,"mar. 24, 2022",Sul , Rio Grande do Sul , Porto Alegre,4314902,Evento , Fórum,Outros,Cacique Almir Narayamoga Suruí,Data inicial: 24/03/2023 Data final: 24/03/2023,"13; Ação Contra Mudança Global do Clima
14; Vida na Água
15; Vida Terrestre",,"Combate ao garimpo​
Defesa ambiental​
Preservação ambiental​
Direito ao território​
Saúde indígena​
Mineração​
Mudanças Climáticas​
Desmatamento​
Educação​
Direitos originários​",,Pampa
FLO250322G,"mar. 25, 2022",Sul , Rio Grande do Sul , Porto Alegre,4314902,Encontro , Reunião de Negociação,Outros,Cacique Marciano Palhano (Reserva Indígena do Ligeiro); Liderança Ari Domingues; Liderança Gerson Rosa,Data inicial: 22/03/2022 Data final: 22/03/2022,4; Educação de Qualidade,,"Educação​
Direitos originários​",,Pampa
FLO270322A,"mar. 27, 2022",Sul , Rio Grande do Sul , Porto Alegre,4314902,Comunicativa, Carta Pública de Denúncia,Outros,Instituto Gaúcho de Estudos Ambientais (InGá); Associação Gaúcha de Proteção ao Ambiente Natural (Agapan); Associação de Mães e Pais pela Democracia; Coletivo Ambiente Crítico,,"13; Ação Contra Mudança Global do Clima
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Defesa ambiental​
Preservação ambiental​
Desmatamento​",NI/03/22,Pampa
FLO080722A,"jul. 8, 2022",Sul , Rio Grande do Sul , Porto Alegre,4314902,Evento ,Conferência,NI,,undefined,4; Educação de Qualidade,,"Políticas indigenistas​
Educação​",,Pampa
FLO090122A,"jan. 9, 2022",Sul , Rio Grande do Sul , Porto Alegre,4314902,Arrecadação de Recursos ou Execução de Serviços , Campanha de Solidariedade Socioeconômica,Outros,Quilombo Santa Luzia,,"10; Redução das Desigualdades
15; Vida Terrestre",,Outros,NI/01/2022,Pampa
FLO140322B,"mar. 14, 2022",Sul , Rio Grande do Sul , Porto Alegre,4314902,Ocupação de espaço público ou privado , Acampamento,Outros,Povo Kaingang; Povo Baré; Povo Guarani; Povo Xokleng,undefined,"4; Educação de Qualidade
16; Paz Justiça e Instituições Eficazes",Casa do Estudante,Educação​,NI/03/22,Pampa
FLO090322D,"mar. 9, 2022",Sul , Rio Grande do Sul , Porto Alegre,4314902,Ocupação de espaço público ou privado , Ocupação de Espaço Público,Outros,Povo Kaingang; Povo Xokleng; Povo Guarani,undefined,4; Educação de Qualidade,,"Educação​
Direitos originários​",,Pampa
FLO020922C,"set. 2, 2022",Sul , Rio Grande do Sul , Porto Alegre,4314902,Comunicativa, Carta Cosmopolítica,Outros,Quilombo dos Alpes; Quilombo dos Machado; Quilombo da Família Flores; Quilombo da Família Lemos; Quilombo da Família de Ouro; Quilombo da Família Silva; Quilombo da Família Fidélix; Quilombo do Areal; Frente Quilombola do RS; Coletivo Raízes Baobá; Movimento Nacional de Luta pela Moradia (MNLM),Data inicial: 01/09/2022 Data final: 01/09/2022,"10; Redução das Desigualdades
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Direito ao território​
Segurança Territorial​
Patrimônio territorial​",,"Mata Atlântica
Pampa"
FLO070922C,"set. 7, 2022",Sul , Rio Grande do Sul , Porto Alegre,4314902,Paraestatal, Vigilância,Outros,Quilombo dos Alpes,,15; Vida Terrestre,,"Direito ao território​
Segurança Territorial​
Patrimônio territorial​",NI/09/2022,"Mata Atlântica
Pampa"
FLO211222A,"dez. 21, 2022",Sul , Rio Grande do Sul , Porto Alegre,4314902,Comunicativa, Entrevista Concedida,Outros,Povo Kaingang,undefined,"10; Redução das Desigualdades
15; Vida Terrestre",,"Autonomia
Demarcação de terras​
Direito ao território​",,NI
FLO240622C,"jun. 24, 2022",Sul , Rio Grande do Sul , Porto Alegre,4314902,Deslocamento Coletivo , Marcha,Outros,Povo Kaingang; Povo Mbya Guarani; Povo Charrua; Povo Xokleng,undefined,16; Paz Justiça e Instituições Eficazes,,"Marco temporal​
Segurança Territorial​",,Pampa
FLO140922F,"set. 14, 2022",Sul , Rio Grande do Sul , Porto Alegre,4314902,Comunicativa, Nota de Pesar,Movimento dos Atingidos por Barragens (MAB),,Data inicial: 14/09/2022 Data final: 14/09/2022,"5; Igualdade de Gênero
15; Vida Terrestre",Feminicídio,"Outros
Questões de gênero​",,Pampa
FLO140922G,"set. 14, 2022",Sul , Rio Grande do Sul , Porto Alegre,4314902,Ocupação de espaço público ou privado , Ocupação de Espaço Público,Movimento dos Atingidos por Barragens (MAB),"Movimento dos Trabalhadores Sem Terra-MST; Associação de Moradores Santa Paula, da Vila dos Herdeiros; organização Levante Feminista contra o Feminicídio; Promotoras Legais Populares; Fórum de Mulheres de Porto Alegre;  Movimento dos Trabalhadores Sem Teto (MTST); Central Única dos Trabalhadores (CUT/RS); Levante Popular da Juventude; Casa Mirabal; Movimento Nacional de Luta por Moradia (MNLM); União Brasileira de Mulheres - UBM; Conselho Municipal de Direitos das Mulheres - Comdim; Movimento Resistência Popular; Marcha Mundial de Mulheres.",Data inicial: 14/09/2022 Data final: 14/09/2022,"5; Igualdade de Gênero
15; Vida Terrestre",Feminicídio,"Outros
Questões de gênero​",,Pampa
FLO140922H,"set. 14, 2022",Sul , Rio Grande do Sul , Porto Alegre,4314902,Deslocamento Coletivo , Marcha,Movimento dos Atingidos por Barragens (MAB),"Movimento dos Trabalhadores Sem Terra-MST; Associação de Moradores Santa Paula, da Vila dos Herdeiros; organização Levante Feminista contra o Feminicídio; Promotoras Legais Populares; Fórum de Mulheres de Porto Alegre;  Movimento dos Trabalhadores Sem Teto (MTST); Central Única dos Trabalhadores (CUT/RS); Levante Popular da Juventude; Casa Mirabal; Movimento Nacional de Luta por Moradia (MNLM); União Brasileira de Mulheres - UBM; Conselho Municipal de Direitos das Mulheres - Comdim; Movimento Resistência Popular; Marcha Mundial de Mulheres.",Data inicial: 14/09/2022 Data final: 14/09/2022,"5; Igualdade de Gênero
15; Vida Terrestre",Feminicídio,"Outros
Questões de gênero​",,Pampa
FLO140922I,"set. 14, 2022",Sul , Rio Grande do Sul , Porto Alegre,4314902,Encontro , Reunião de Reivindicação de Ato do Legislativo,Movimento dos Atingidos por Barragens (MAB),,Data inicial: 14/09/2022 Data final: 14/09/2022,"5; Igualdade de Gênero
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,Questões de gênero​,,Pampa
FLO040122C,"jan. 4, 2022",Sul , Rio Grande do Sul , Redentora,4315404,Ocupação de espaço público ou privado , Ocupação de Espaço Público,Outros,Povo Guarani; Povo Kaingang,undefined,15; Vida Terrestre,,"Outros
Autonomia",,"Mata Atlântica
Pampa"
FLO040222C,"fev. 4, 2022",Sul , Rio Grande do Sul , São Francisco de Paula,4318200,Comunicativa, Entrevista Concedida,Outros,Comunidade Xokleng,,3; Saúde e Bem-Estar,,Saúde indígena​,NI/02/2022,Mata Atlântica
FLO210322C,"mar. 21, 2022",Sul , Rio Grande do Sul , Taquara,4321204,Encontro , Reunião de Articulação,Outros,Grupo de Mulheres Flores do Campo,Data inicial: 16/03/2022 Data final: 16/03/2022,2; Fome Zero e Agricultura Sustentável,Agroecologia,"Preservação ambiental​
Agrotóxicos ​",,Pampa
FLO230322H,"mar. 23, 2022",Sul , Santa Catarina , Araquari,4201307,Judicialização ,Abertura de Boletim de Ocorrência,Outros,Comissão Guarani Yvurupa,Data inicial: 22/03/2022 Data final: 22/03/2022,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Direito ao território​
Segurança Territorial​
Cultura​",,Pampa
FLO050822A,"ago. 5, 2022",Sul , Santa Catarina , Araquari,4201307,Encontro , Reunião de Denúncia,Outros,Povo Mbya Guarani,Data inicial: 28/07/2022 Data final: 28/07/2022,"3; Saúde e Bem-Estar
16; Paz Justiça e Instituições Eficazes",,Saúde indígena​,,Mata Atlântica
FLO050822B,"ago. 5, 2022",Sul , Santa Catarina , Araquari,4201307,Encontro , Reunião de Denúncia,Outros,Povo Mbya Guarani,Data inicial: 01/08/2022 Data final: 03/08/2022,"3; Saúde e Bem-Estar
16; Paz Justiça e Instituições Eficazes",,Saúde indígena​,,Mata Atlântica
FLO010422B,"abr. 1, 2022",Sul , Santa Catarina , Araquari,4201307,Judicialização ,Suspensão de reintegração de posse,Outros,Comissão Guarani Yvyrupa (CGY),Data inicial: 30/03/2022 Data final: 30/03/2022,"10; Redução das Desigualdades
11; Cidades e Comunidades Sustentáveis
16; Paz Justiça e Instituições Eficazes",,"Direito ao território​
Direitos originários​
Patrimônio territorial​",,Mata Atlântica
FLO121222B,"dez. 12, 2022",Sul , Santa Catarina , Araquari,4201307,Encontro , Reunião de Articulação,Outros,Povo Guarani; Comissão Guarani Nhemonguetá; Comissão Guarani Yvyrupa;,Data inicial: 08/12/2022 Data final: 09/12/2022,"3; Saúde e Bem-Estar
4; Educação de Qualidade
11; Cidades e Comunidades Sustentáveis
17; Parcerias e Meios de Implementação",,"Direito ao território​
Saúde indígena​
Segurança Territorial​
Educação​
Patrimônio territorial​",,Mata Atlântica
FLO120922A,"set. 12, 2022",Sul , Santa Catarina , Chapecó,4204202,Ocupação de espaço público ou privado , Acampamento,Outros,,Data inicial: 04/09/2022 Data final: 07/09/2022,"3; Saúde e Bem-Estar
4; Educação de Qualidade
10; Redução das Desigualdades
11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Autonomia
Racismo institucional​
Defesa ambiental​
Preservação ambiental​
Racismo étnico​
Demarcação de terras​
Políticas indigenistas​
Marco temporal​
Direito ao território​
Saúde indígena​
Idiomas indígenas​
Cultura​
Educação​
Direitos originários​
Patrimônio territorial​
Florestania​
Saberes tradicionais​",,Mata Atlântica
FLO010822A,"ago. 1, 2022",Sul , Santa Catarina , Chapecó,4204202,Comunicativa, Carta Pública de Denúncia Online,Outros,Conselho Indigenista Missionário (Cimi),Data inicial: 31/07/2022 Data final: 31/07/2022,16; Paz Justiça e Instituições Eficazes,,"Direito ao território​
Direitos originários​
Patrimônio territorial​",,Cerrado
FLO130922B,"set. 13, 2022",Sul , Santa Catarina , Chapecó,4204202,Comunicativa, Carta Pública de Denúncia Online,Outros,Conselho Indigenista Missionário,Data inicial: 31/07/2022 Data final: 31/07/2022,"7; Energia Limpa e Acessível
11; Cidades e Comunidades Sustentáveis
15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",Energia,"Defesa ambiental​
Políticas indigenistas​
Direitos originários​",,Mata Atlântica
FLO230922D,"set. 23, 2022",Sul , Santa Catarina , Chapecó,4204202,Comunicativa, Nota de Repúdio,Outros,Conselho Indigenista Missionário,Data inicial: 16/09/2022 Data final: 18/09/2022,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Direito ao território​
Segurança Territorial​
Direitos originários​",,Mata Atlântica
FLO230922E,"set. 23, 2022",Sul , Santa Catarina , Chapecó,4204202,Comunicativa, Carta Cosmopolítica,Outros,Conselho Indigenista Missionário,Data inicial: 16/09/2022 Data final: 18/09/2022,"15; Vida Terrestre
16; Paz Justiça e Instituições Eficazes",,"Políticas indigenistas​
Direito ao território​
Direitos originários​",,Mata Atlântica
FLO290822A,"ago. 29, 2022",Sul , Santa Catarina , Chapecó,4204202,Comunicativa, Nota de Repúdio,Outros,Conselho Indigenista Missionário (CIMI),Data inicial: 26/08/2022 Data final: 26/08/2022,"16; Paz Justiça e Instituições Eficazes
17; Parcerias e Meios de Implementação",,"Direito ao território​
Segurança Territorial​
Patrimônio territorial​",,Mata Atlântica
FLO250322C,"mar. 25, 2022",Sul , Santa Catarina , José Boiteux,4209151,Ocupação de espaço público ou privado , Ocupação de Espaço Público,Outros,Comunidade Xokleng,Data inicial: 25/03/2022 Data final: 25/03/2022,3; Saúde e Bem-Estar,,Saúde indígena​,,Pampa
